FID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
0,53,031,950501,53031950501,9505.01,Census Tract 9505.01,G5020,S,133183777.000000000000000,29392293.000000000000000,+48.0229545,-122.8630294
1,53,031,950301,53031950301,9503.01,Census Tract 9503.01,G5020,S,168517385.000000000000000,40875654.000000000000000,+47.8624798,-122.7109008
2,53,031,950502,53031950502,9505.02,Census Tract 9505.02,G5020,S,27589162.000000000000000,226645857.000000000000000,+48.1307315,-122.9265171
3,53,031,950604,53031950604,9506.04,Census Tract 9506.04,G5020,S,5475345.000000000000000,21915631.000000000000000,+48.1416256,-122.7726834
4,53,031,950302,53031950302,9503.02,Census Tract 9503.02,G5020,S,39477729.000000000000000,39018032.000000000000000,+47.9700099,-122.6945214
5,53,031,950603,53031950603,9506.03,Census Tract 9506.03,G5020,S,4524989.000000000000000,1372503.000000000000000,+48.1079807,-122.7825306
6,53,015,001601,53015001601,16.01,Census Tract 16.01,G5020,S,33723548.000000000000000,3406075.000000000000000,+46.0300794,-122.8396039
7,53,015,001602,53015001602,16.02,Census Tract 16.02,G5020,S,74281442.000000000000000,915642.000000000000000,+46.0210649,-122.7530335
8,53,015,002004,53015002004,20.04,Census Tract 20.04,G5020,S,125854065.000000000000000,1747693.000000000000000,+46.3476327,-122.8349618
9,53,015,000705,53015000705,7.05,Census Tract 7.05,G5020,S,3169343.000000000000000,0.000000000000000,+46.1675495,-123.0036190
10,53,015,000706,53015000706,7.06,Census Tract 7.06,G5020,S,3458710.000000000000000,0.000000000000000,+46.1698965,-122.9890948
11,53,015,000802,53015000802,8.02,Census Tract 8.02,G5020,S,10986777.000000000000000,0.000000000000000,+46.1782850,-122.9679524
12,53,015,000801,53015000801,8.01,Census Tract 8.01,G5020,S,4682340.000000000000000,91824.000000000000000,+46.1566498,-122.9249604
13,53,075,000602,53075000602,6.02,Census Tract 6.02,G5020,S,83019278.000000000000000,0.000000000000000,+46.7712346,-117.0989449
14,53,075,000601,53075000601,6.01,Census Tract 6.01,G5020,S,1028996.000000000000000,0.000000000000000,+46.7414143,-117.1645509
15,53,075,000202,53075000202,2.02,Census Tract 2.02,G5020,S,2019222.000000000000000,0.000000000000000,+46.7387186,-117.1853588
16,53,075,000201,53075000201,2.01,Census Tract 2.01,G5020,S,107067961.000000000000000,0.000000000000000,+46.7943975,-117.2247486
17,53,067,010400,53067010400,104,Census Tract 104,G5020,S,4095859.000000000000000,141994.000000000000000,+47.0242809,-122.8842817
18,53,061,052120,53061052120,521.20,Census Tract 521.20,G5020,S,1630868.000000000000000,0.000000000000000,+47.8682700,-122.1509386
19,53,061,041907,53061041907,419.07,Census Tract 419.07,G5020,S,1016300.000000000000000,0.000000000000000,+47.9130242,-122.2505627
20,53,061,041906,53061041906,419.06,Census Tract 419.06,G5020,S,2394485.000000000000000,0.000000000000000,+47.9162827,-122.2610520
21,53,061,041814,53061041814,418.14,Census Tract 418.14,G5020,S,1470890.000000000000000,0.000000000000000,+47.9021110,-122.2222073
22,53,061,052119,53061052119,521.19,Census Tract 521.19,G5020,S,1350849.000000000000000,0.000000000000000,+47.8715231,-122.1632712
23,53,061,050403,53061050403,504.03,Census Tract 504.03,G5020,S,2292771.000000000000000,0.000000000000000,+47.8160066,-122.3542772
24,53,061,041815,53061041815,418.15,Census Tract 418.15,G5020,S,1578393.000000000000000,98004.000000000000000,+47.8754881,-122.2488969
25,53,061,052505,53061052505,525.05,Census Tract 525.05,G5020,S,2605332.000000000000000,0.000000000000000,+47.9878895,-122.1229998
26,53,061,053510,53061053510,535.10,Census Tract 535.10,G5020,S,4149248.000000000000000,0.000000000000000,+48.1946566,-122.1140132
27,53,061,052808,53061052808,528.08,Census Tract 528.08,G5020,S,4255549.000000000000000,0.000000000000000,+48.1058151,-122.1537386
28,53,061,052810,53061052810,528.10,Census Tract 528.10,G5020,S,1939990.000000000000000,0.000000000000000,+48.0800788,-122.1510715
29,53,061,052008,53061052008,520.08,Census Tract 520.08,G5020,S,1937400.000000000000000,27393.000000000000000,+47.8705129,-122.1809281
30,53,061,052121,53061052121,521.21,Census Tract 521.21,G5020,S,2651040.000000000000000,0.000000000000000,+47.8813812,-122.1464488
31,53,061,052010,53061052010,520.10,Census Tract 520.10,G5020,S,1604539.000000000000000,0.000000000000000,+47.8566944,-122.1791458
32,53,061,041610,53061041610,416.10,Census Tract 416.10,G5020,S,1757031.000000000000000,0.000000000000000,+47.8879241,-122.1593119
33,53,061,052009,53061052009,520.09,Census Tract 520.09,G5020,S,2325953.000000000000000,0.000000000000000,+47.8436528,-122.1769122
34,53,061,051934,53061051934,519.34,Census Tract 519.34,G5020,S,1644400.000000000000000,0.000000000000000,+47.8301407,-122.1990771
35,53,061,051936,53061051936,519.36,Census Tract 519.36,G5020,S,1064607.000000000000000,0.000000000000000,+47.8151621,-122.2012558
36,53,061,041816,53061041816,418.16,Census Tract 418.16,G5020,S,1703865.000000000000000,0.000000000000000,+47.8675284,-122.2564815
37,53,061,051933,53061051933,519.33,Census Tract 519.33,G5020,S,2078429.000000000000000,0.000000000000000,+47.8348293,-122.2169199
38,53,061,050502,53061050502,505.02,Census Tract 505.02,G5020,S,1722023.000000000000000,0.000000000000000,+47.8040079,-122.3712366
39,53,061,051937,53061051937,519.37,Census Tract 519.37,G5020,S,4055746.000000000000000,0.000000000000000,+47.8028629,-122.1927292
40,53,061,052210,53061052210,522.10,Census Tract 522.10,G5020,S,2801074.000000000000000,156304.000000000000000,+47.8499213,-121.9792683
41,53,061,050404,53061050404,504.04,Census Tract 504.04,G5020,S,1040970.000000000000000,0.000000000000000,+47.8119664,-122.3391400
42,53,061,052809,53061052809,528.09,Census Tract 528.09,G5020,S,1227809.000000000000000,0.000000000000000,+48.0886932,-122.1512256
43,53,061,052211,53061052211,522.11,Census Tract 522.11,G5020,S,5711236.000000000000000,0.000000000000000,+47.8349978,-122.0103665
44,53,061,051931,53061051931,519.31,Census Tract 519.31,G5020,S,1803167.000000000000000,0.000000000000000,+47.8145782,-122.2457508
45,53,061,052711,53061052711,527.11,Census Tract 527.11,G5020,S,12949795.000000000000000,550521.000000000000000,+48.0431485,-122.1111089
46,53,061,052122,53061052122,521.22,Census Tract 521.22,G5020,S,8592063.000000000000000,0.000000000000000,+47.8617605,-122.1275490
47,53,053,940002,53053940002,9400.02,Census Tract 9400.02,G5020,S,13407931.000000000000000,171528.000000000000000,+47.2491493,-122.3641906
48,53,053,073123,53053073123,731.23,Census Tract 731.23,G5020,S,9375421.000000000000000,79596.000000000000000,+47.0899856,-122.2435437
49,53,053,070404,53053070404,704.04,Census Tract 704.04,G5020,S,5112129.000000000000000,243093.000000000000000,+47.1114636,-122.2227873
50,53,053,070315,53053070315,703.15,Census Tract 703.15,G5020,S,9755619.000000000000000,74461.000000000000000,+47.2466147,-122.1799036
51,53,053,070312,53053070312,703.12,Census Tract 703.12,G5020,S,8287787.000000000000000,15975.000000000000000,+47.1706791,-122.2045881
52,53,063,011702,53063011702,117.02,Census Tract 117.02,G5020,S,7157584.000000000000000,205845.000000000000000,+47.6819109,-117.2370346
53,53,063,014400,53063014400,144,Census Tract 144,G5020,S,6308443.000000000000000,25162.000000000000000,+47.6933186,-117.3521333
54,53,063,014500,53063014500,145,Census Tract 145,G5020,S,7802601.000000000000000,136482.000000000000000,+47.6619878,-117.3739870
55,53,055,960400,53055960400,9604,Census Tract 9604,G5020,S,15115489.000000000000000,11585324.000000000000000,+48.5310960,-122.9881126
56,53,005,010810,53005010810,108.10,Census Tract 108.10,G5020,S,5884868.000000000000000,30347.000000000000000,+46.2080969,-119.2571024
57,53,005,010809,53005010809,108.09,Census Tract 108.09,G5020,S,3852695.000000000000000,0.000000000000000,+46.2217889,-119.2356919
58,53,011,040412,53011040412,404.12,Census Tract 404.12,G5020,S,3957749.000000000000000,0.000000000000000,+45.7386444,-122.6500414
59,53,011,040416,53011040416,404.16,Census Tract 404.16,G5020,S,20039349.000000000000000,102869.000000000000000,+45.8057563,-122.5107707
60,53,011,040413,53011040413,404.13,Census Tract 404.13,G5020,S,6561903.000000000000000,0.000000000000000,+45.7731842,-122.5736764
61,53,011,040712,53011040712,407.12,Census Tract 407.12,G5020,S,2928182.000000000000000,0.000000000000000,+45.6887540,-122.5161869
62,53,011,041333,53011041333,413.33,Census Tract 413.33,G5020,S,1462883.000000000000000,0.000000000000000,+45.6535575,-122.5199320
63,53,011,040608,53011040608,406.08,Census Tract 406.08,G5020,S,9571069.000000000000000,623560.000000000000000,+45.6152359,-122.4559326
64,53,011,041329,53011041329,413.29,Census Tract 413.29,G5020,S,3192374.000000000000000,0.000000000000000,+45.6134323,-122.4888803
65,53,033,032011,53033032011,320.11,Census Tract 320.11,G5020,S,3321208.000000000000000,280902.000000000000000,+47.3671108,-122.0301640
66,53,033,032215,53033032215,322.15,Census Tract 322.15,G5020,S,15951833.000000000000000,10175.000000000000000,+47.6066963,-121.9869787
67,53,033,001701,53033001701,17.01,Census Tract 17.01,G5020,S,892768.000000000000000,0.000000000000000,+47.6963619,-122.3544843
68,53,033,010401,53033010401,104.01,Census Tract 104.01,G5020,S,1629874.000000000000000,0.000000000000000,+47.5532095,-122.2955875
69,53,011,040808,53011040808,408.08,Census Tract 408.08,G5020,S,3698423.000000000000000,0.000000000000000,+45.6860451,-122.6107807
70,53,011,040810,53011040810,408.10,Census Tract 408.10,G5020,S,2213671.000000000000000,28886.000000000000000,+45.6825626,-122.6436105
71,53,011,041011,53011041011,410.11,Census Tract 410.11,G5020,S,3914894.000000000000000,0.000000000000000,+45.6581053,-122.6489392
72,53,011,041112,53011041112,411.12,Census Tract 411.12,G5020,S,2280656.000000000000000,0.000000000000000,+45.6559176,-122.6076154
73,53,017,950200,53017950200,9502,Census Tract 9502,G5020,S,2345375741.000000000000000,4156068.000000000000000,+47.5864705,-119.7795320
74,53,017,950300,53017950300,9503,Census Tract 9503,G5020,S,183760720.000000000000000,10057788.000000000000000,+47.3750711,-120.1554080
75,53,001,950200,53001950200,9502,Census Tract 9502,G5020,S,2629354892.000000000000000,2148452.000000000000000,+46.9252695,-118.5092655
76,53,001,950400,53001950400,9504,Census Tract 9504,G5020,S,3559985.000000000000000,0.000000000000000,+46.8324186,-119.1669461
77,53,001,950100,53001950100,9501,Census Tract 9501,G5020,S,1615246453.000000000000000,7701924.000000000000000,+47.1505125,-118.3983272
78,53,001,950500,53001950500,9505,Census Tract 9505,G5020,S,12385953.000000000000000,0.000000000000000,+46.8105682,-119.1599135
79,53,033,010701,53033010701,107.01,Census Tract 107.01,G5020,S,1457384.000000000000000,3664.000000000000000,+47.5451419,-122.3675265
80,53,033,011001,53033011001,110.01,Census Tract 110.01,G5020,S,1080391.000000000000000,0.000000000000000,+47.5384101,-122.2861704
81,53,033,025601,53033025601,256.01,Census Tract 256.01,G5020,S,2809358.000000000000000,0.000000000000000,+47.4828415,-122.1749934
82,53,033,025805,53033025805,258.05,Census Tract 258.05,G5020,S,2427753.000000000000000,0.000000000000000,+47.4546858,-122.1937967
83,53,033,030005,53033030005,300.05,Census Tract 300.05,G5020,S,2163062.000000000000000,0.000000000000000,+47.3365978,-122.3028494
84,53,077,001201,53077001201,12.01,Census Tract 12.01,G5020,S,1272243.000000000000000,0.000000000000000,+46.5780583,-120.5251249
85,53,077,001901,53077001901,19.01,Census Tract 19.01,G5020,S,5292108.000000000000000,0.000000000000000,+46.2601012,-119.8946741
86,53,015,000703,53015000703,7.03,Census Tract 7.03,G5020,S,5011554.000000000000000,88049.000000000000000,+46.1562647,-123.0081925
87,53,035,090502,53035090502,905.02,Census Tract 905.02,G5020,S,7035974.000000000000000,0.000000000000000,+47.7402073,-122.6267559
88,53,017,950400,53017950400,9504,Census Tract 9504,G5020,S,10667052.000000000000000,1255904.000000000000000,+47.4471864,-120.2927632
89,53,017,950500,53017950500,9505,Census Tract 9505,G5020,S,2348347.000000000000000,371217.000000000000000,+47.4186507,-120.2908202
90,53,035,092701,53035092701,927.01,Census Tract 927.01,G5020,S,24488813.000000000000000,1038346.000000000000000,+47.4903543,-122.5751326
91,53,011,041111,53011041111,411.11,Census Tract 411.11,G5020,S,747715.000000000000000,0.000000000000000,+45.6456260,-122.6088926
92,53,011,041331,53011041331,413.31,Census Tract 413.31,G5020,S,1469259.000000000000000,0.000000000000000,+45.6496162,-122.5521028
93,53,011,041330,53011041330,413.30,Census Tract 413.30,G5020,S,1846607.000000000000000,0.000000000000000,+45.6502512,-122.5389311
94,53,011,041326,53011041326,413.26,Census Tract 413.26,G5020,S,3482700.000000000000000,0.000000000000000,+45.6644888,-122.5185963
95,53,011,040707,53011040707,407.07,Census Tract 407.07,G5020,S,1649911.000000000000000,0.000000000000000,+45.6801499,-122.5327107
96,53,033,004301,53033004301,43.01,Census Tract 43.01,G5020,S,979236.000000000000000,0.000000000000000,+47.6694019,-122.3002215
97,53,033,010001,53033010001,100.01,Census Tract 100.01,G5020,S,2327512.000000000000000,0.000000000000000,+47.5679901,-122.3049828
98,53,033,011002,53033011002,110.02,Census Tract 110.02,G5020,S,1719569.000000000000000,0.000000000000000,+47.5405945,-122.2991995
99,53,033,031705,53033031705,317.05,Census Tract 317.05,G5020,S,5049492.000000000000000,4701.000000000000000,+47.3824059,-122.1154859
100,53,033,032213,53033032213,322.13,Census Tract 322.13,G5020,S,4042487.000000000000000,286842.000000000000000,+47.5852426,-121.9861175
101,53,077,003002,53077003002,30.02,Census Tract 30.02,G5020,S,28837360.000000000000000,248655.000000000000000,+46.7105408,-120.6722180
102,53,067,010520,53067010520,105.20,Census Tract 105.20,G5020,S,3714493.000000000000000,584953.000000000000000,+47.0375908,-122.9174763
103,53,067,990100,53067990100,9901,Census Tract 9901,G5020,S,0.000000000000000,25548183.000000000000000,+47.1439146,-122.7747864
104,53,035,080300,53035080300,803,Census Tract 803,G5020,S,1665513.000000000000000,210831.000000000000000,+47.5830335,-122.6219546
105,53,035,080400,53035080400,804,Census Tract 804,G5020,S,2880224.000000000000000,4201651.000000000000000,+47.5927143,-122.5952674
106,53,035,091201,53035091201,912.01,Census Tract 912.01,G5020,S,5792107.000000000000000,964311.000000000000000,+47.6484942,-122.7008884
107,53,035,092802,53035092802,928.02,Census Tract 928.02,G5020,S,26383180.000000000000000,1831071.000000000000000,+47.4534918,-122.5753279
108,53,035,092803,53035092803,928.03,Census Tract 928.03,G5020,S,18126567.000000000000000,770947.000000000000000,+47.4150138,-122.5864467
109,53,035,092902,53035092902,929.02,Census Tract 929.02,G5020,S,27583736.000000000000000,496079.000000000000000,+47.4341433,-122.6417881
110,53,035,080700,53035080700,807,Census Tract 807,G5020,S,3825442.000000000000000,2750202.000000000000000,+47.5917310,-122.6748800
111,53,035,080900,53035080900,809,Census Tract 809,G5020,S,13486868.000000000000000,932762.000000000000000,+47.5616210,-122.6985656
112,53,035,081000,53035081000,810,Census Tract 810,G5020,S,3137288.000000000000000,1243123.000000000000000,+47.5537558,-122.6691376
113,53,035,081100,53035081100,811,Census Tract 811,G5020,S,1441028.000000000000000,0.000000000000000,+47.5651325,-122.6577561
114,53,035,081200,53035081200,812,Census Tract 812,G5020,S,872122.000000000000000,0.000000000000000,+47.5671935,-122.6427741
115,53,035,081400,53035081400,814,Census Tract 814,G5020,S,1660484.000000000000000,1829481.000000000000000,+47.5621761,-122.6329783
116,53,061,051804,53061051804,518.04,Census Tract 518.04,G5020,S,2355533.000000000000000,0.000000000000000,+47.8572220,-122.2638366
117,53,061,051803,53061051803,518.03,Census Tract 518.03,G5020,S,1597958.000000000000000,0.000000000000000,+47.8562368,-122.2815196
118,53,061,041812,53061041812,418.12,Census Tract 418.12,G5020,S,1868733.000000000000000,0.000000000000000,+47.8750633,-122.2668852
119,53,061,041810,53061041810,418.10,Census Tract 418.10,G5020,S,893333.000000000000000,0.000000000000000,+47.8860716,-122.2490656
120,53,061,051926,53061051926,519.26,Census Tract 519.26,G5020,S,8484888.000000000000000,0.000000000000000,+47.7937223,-122.1619673
121,53,061,052114,53061052114,521.14,Census Tract 521.14,G5020,S,6566075.000000000000000,0.000000000000000,+47.8507229,-122.1547037
122,53,061,053604,53061053604,536.04,Census Tract 536.04,G5020,S,16007917.000000000000000,70106.000000000000000,+48.0805128,-122.0070255
123,53,061,052906,53061052906,529.06,Census Tract 529.06,G5020,S,2418974.000000000000000,0.000000000000000,+48.0691980,-122.1536756
124,53,037,975500,53037975500,9755,Census Tract 9755,G5020,S,16260021.000000000000000,280974.000000000000000,+47.0198522,-120.5839184
125,53,037,975700,53037975700,9757,Census Tract 9757,G5020,S,1062419903.000000000000000,23491225.000000000000000,+46.8620898,-120.2290825
126,53,037,975600,53037975600,9756,Census Tract 9756,G5020,S,7914121.000000000000000,353297.000000000000000,+46.9829953,-120.5539575
127,53,037,975300,53037975300,9753,Census Tract 9753,G5020,S,1536305448.000000000000000,12882808.000000000000000,+47.1364910,-120.3267240
128,53,037,975402,53037975402,9754.02,Census Tract 9754.02,G5020,S,14133920.000000000000000,93363.000000000000000,+46.9813828,-120.5169346
129,53,061,041809,53061041809,418.09,Census Tract 418.09,G5020,S,1079257.000000000000000,0.000000000000000,+47.8917497,-122.2455166
130,53,061,052708,53061052708,527.08,Census Tract 527.08,G5020,S,3161372.000000000000000,0.000000000000000,+48.0626285,-122.1301068
131,53,061,053507,53061053507,535.07,Census Tract 535.07,G5020,S,4771004.000000000000000,0.000000000000000,+48.1643577,-122.1298577
132,53,061,040500,53061040500,405,Census Tract 405,G5020,S,1820024.000000000000000,206137.000000000000000,+47.9849396,-122.1815113
133,53,005,010708,53005010708,107.08,Census Tract 107.08,G5020,S,6891858.000000000000000,107678.000000000000000,+46.2931585,-119.3527554
134,53,005,010705,53005010705,107.05,Census Tract 107.05,G5020,S,7489210.000000000000000,79644.000000000000000,+46.2755733,-119.3441063
135,53,005,010707,53005010707,107.07,Census Tract 107.07,G5020,S,4456782.000000000000000,0.000000000000000,+46.2760817,-119.3673715
136,53,035,091500,53035091500,915,Census Tract 915,G5020,S,5085451.000000000000000,3345310.000000000000000,+47.6289311,-122.6690340
137,53,035,091600,53035091600,916,Census Tract 916,G5020,S,5059142.000000000000000,0.000000000000000,+47.6355961,-122.6398152
138,53,035,091204,53035091204,912.04,Census Tract 912.04,G5020,S,3555844.000000000000000,1352266.000000000000000,+47.6476102,-122.6745265
139,53,017,950600,53017950600,9506,Census Tract 9506,G5020,S,5970492.000000000000000,0.000000000000000,+47.4261260,-120.2699462
140,53,017,950700,53017950700,9507,Census Tract 9507,G5020,S,2622134.000000000000000,0.000000000000000,+47.4111614,-120.2708221
141,53,017,950800,53017950800,9508,Census Tract 9508,G5020,S,5588633.000000000000000,917920.000000000000000,+47.3960556,-120.2643556
142,53,035,091800,53035091800,918,Census Tract 918,G5020,S,6592832.000000000000000,1950183.000000000000000,+47.6083906,-122.6021165
143,53,035,090201,53035090201,902.01,Census Tract 902.01,G5020,S,15977025.000000000000000,2597499.000000000000000,+47.7888844,-122.6697605
144,53,035,092704,53035092704,927.04,Census Tract 927.04,G5020,S,17958172.000000000000000,7398497.000000000000000,+47.5064576,-122.5168074
145,53,035,090102,53035090102,901.02,Census Tract 901.02,G5020,S,48669522.000000000000000,8269399.000000000000000,+47.8201712,-122.5111787
146,53,035,090300,53035090300,903,Census Tract 903,G5020,S,28714543.000000000000000,2962518.000000000000000,+47.7245503,-122.7160114
147,53,035,090400,53035090400,904,Census Tract 904,G5020,S,23445392.000000000000000,620382.000000000000000,+47.7155912,-122.6722681
148,53,053,071902,53053071902,719.02,Census Tract 719.02,G5020,S,6159536.000000000000000,2869038.000000000000000,+47.1530137,-122.5374064
149,53,053,071409,53053071409,714.09,Census Tract 714.09,G5020,S,2125874.000000000000000,0.000000000000000,+47.1007056,-122.4174613
150,53,053,073001,53053073001,730.01,Census Tract 730.01,G5020,S,64408241.000000000000000,947166.000000000000000,+46.9698730,-122.4998643
151,53,053,073200,53053073200,732,Census Tract 732,G5020,S,547504633.000000000000000,11807979.000000000000000,+46.8389981,-122.1303032
152,53,053,940005,53053940005,9400.05,Census Tract 9400.05,G5020,S,4256512.000000000000000,0.000000000000000,+47.2792343,-122.3721884
153,53,053,060300,53053060300,603,Census Tract 603,G5020,S,5472388.000000000000000,9928361.000000000000000,+47.3068050,-122.5268439
154,53,053,060400,53053060400,604,Census Tract 604,G5020,S,2538827.000000000000000,3976395.000000000000000,+47.2841047,-122.4834095
155,53,053,060600,53053060600,606,Census Tract 606,G5020,S,2132099.000000000000000,4742856.000000000000000,+47.2733562,-122.4580971
156,53,053,060700,53053060700,607,Census Tract 607,G5020,S,2105870.000000000000000,0.000000000000000,+47.2613730,-122.4785267
157,53,035,091900,53035091900,919,Census Tract 919,G5020,S,3957529.000000000000000,2173940.000000000000000,+47.6114650,-122.6535994
158,53,035,092200,53035092200,922,Census Tract 922,G5020,S,5518650.000000000000000,2426413.000000000000000,+47.5289923,-122.6484447
159,53,035,092300,53035092300,923,Census Tract 923,G5020,S,7447741.000000000000000,0.000000000000000,+47.5189520,-122.6250033
160,53,035,092400,53035092400,924,Census Tract 924,G5020,S,6106259.000000000000000,0.000000000000000,+47.5212725,-122.5964115
161,53,035,092500,53035092500,925,Census Tract 925,G5020,S,12149522.000000000000000,4087083.000000000000000,+47.5538839,-122.5930481
162,53,053,072405,53053072405,724.05,Census Tract 724.05,G5020,S,11611332.000000000000000,15588733.000000000000000,+47.2955826,-122.6748896
163,53,053,073119,53053073119,731.19,Census Tract 731.19,G5020,S,95414437.000000000000000,3798921.000000000000000,+46.9720036,-122.2137899
164,53,053,071205,53053071205,712.05,Census Tract 712.05,G5020,S,7822569.000000000000000,1769.000000000000000,+47.1871648,-122.3417554
165,53,053,073005,53053073005,730.05,Census Tract 730.05,G5020,S,53685629.000000000000000,74036.000000000000000,+46.9714101,-122.3918463
166,53,053,062600,53053062600,626,Census Tract 626,G5020,S,6949363.000000000000000,6314.000000000000000,+47.2203846,-122.4773836
167,53,053,063100,53053063100,631,Census Tract 631,G5020,S,2366736.000000000000000,80972.000000000000000,+47.1974147,-122.4517800
168,53,053,070310,53053070310,703.10,Census Tract 703.10,G5020,S,5623892.000000000000000,44073.000000000000000,+47.1607635,-122.1650031
169,53,053,071703,53053071703,717.03,Census Tract 717.03,G5020,S,870734.000000000000000,50966.000000000000000,+47.1709835,-122.4639940
170,53,053,072406,53053072406,724.06,Census Tract 724.06,G5020,S,16779288.000000000000000,13279.000000000000000,+47.3077625,-122.6229515
171,53,053,940011,53053940011,9400.11,Census Tract 9400.11,G5020,S,3752001.000000000000000,0.000000000000000,+47.3011396,-122.4159959
172,53,053,060906,53053060906,609.06,Census Tract 609.06,G5020,S,1573418.000000000000000,0.000000000000000,+47.2633152,-122.5097996
173,53,035,092600,53035092600,926,Census Tract 926,G5020,S,12010602.000000000000000,5379694.000000000000000,+47.5598356,-122.5520905
174,53,053,070100,53053070100,701,Census Tract 701,G5020,S,1896921464.000000000000000,14234308.000000000000000,+46.9558662,-121.8164224
175,53,053,073118,53053073118,731.18,Census Tract 731.18,G5020,S,31276309.000000000000000,247139.000000000000000,+47.0450185,-122.2380132
176,53,053,070206,53053070206,702.06,Census Tract 702.06,G5020,S,39031801.000000000000000,371862.000000000000000,+47.1096510,-122.0917982
177,53,053,060200,53053060200,602,Census Tract 602,G5020,S,15666963.000000000000000,9249345.000000000000000,+47.2668489,-122.4078355
178,53,053,073110,53053073110,731.10,Census Tract 731.10,G5020,S,5591668.000000000000000,138804.000000000000000,+47.1326283,-122.2536657
179,53,053,070309,53053070309,703.09,Census Tract 703.09,G5020,S,11565093.000000000000000,21534.000000000000000,+47.1854894,-122.1500358
180,53,053,072602,53053072602,726.02,Census Tract 726.02,G5020,S,43343709.000000000000000,38487193.000000000000000,+47.3099593,-122.7642334
181,53,053,062400,53053062400,624,Census Tract 624,G5020,S,2266568.000000000000000,0.000000000000000,+47.2145262,-122.4337774
182,53,049,990100,53049990100,9901,Census Tract 9901,G5020,S,0.000000000000000,327305254.000000000000000,+46.5287657,-124.1095524
183,53,035,092801,53035092801,928.01,Census Tract 928.01,G5020,S,11707865.000000000000000,228389.000000000000000,+47.4918512,-122.6129347
184,53,035,940100,53035940100,9401,Census Tract 9401,G5020,S,28135507.000000000000000,5389753.000000000000000,+47.7321188,-122.5802904
185,53,071,920701,53071920701,9207.01,Census Tract 9207.01,G5020,S,1853528.000000000000000,0.000000000000000,+46.0597176,-118.3304478
186,53,035,940000,53035940000,9400,Census Tract 9400,G5020,S,13611392.000000000000000,3260786.000000000000000,+47.7552727,-122.5114837
187,53,035,090700,53035090700,907,Census Tract 907,G5020,S,16564017.000000000000000,5741681.000000000000000,+47.6852765,-122.5277148
188,53,035,080800,53035080800,808,Census Tract 808,G5020,S,1137381.000000000000000,592890.000000000000000,+47.5906614,-122.6899677
189,53,035,091301,53035091301,913.01,Census Tract 913.01,G5020,S,35051853.000000000000000,4542751.000000000000000,+47.6185633,-122.8170858
190,53,035,092901,53035092901,929.01,Census Tract 929.01,G5020,S,71114857.000000000000000,588117.000000000000000,+47.4325840,-122.7131011
191,53,035,080102,53035080102,801.02,Census Tract 801.02,G5020,S,2352097.000000000000000,303795.000000000000000,+47.5919702,-122.6378825
192,53,035,080500,53035080500,805,Census Tract 805,G5020,S,1037718.000000000000000,1499176.000000000000000,+47.5635753,-122.6236127
193,53,035,091400,53035091400,914,Census Tract 914,G5020,S,8212943.000000000000000,4790927.000000000000000,+47.6019181,-122.6891750
194,53,035,090800,53035090800,908,Census Tract 908,G5020,S,18696127.000000000000000,8958856.000000000000000,+47.6692086,-122.5598869
195,53,013,960200,53013960200,9602,Census Tract 9602,G5020,S,2249624779.000000000000000,12561759.000000000000000,+46.2928505,-117.9116345
196,53,067,011821,53067011821,118.21,Census Tract 118.21,G5020,S,33455817.000000000000000,795714.000000000000000,+46.9299079,-122.9227614
197,53,067,012730,53067012730,127.30,Census Tract 127.30,G5020,S,109694119.000000000000000,1074693.000000000000000,+46.8584367,-123.0587556
198,53,067,012211,53067012211,122.11,Census Tract 122.11,G5020,S,18571022.000000000000000,1460395.000000000000000,+47.0952124,-122.8470406
199,53,005,010500,53005010500,105,Census Tract 105,G5020,S,2603015.000000000000000,0.000000000000000,+46.2841983,-119.2819000
200,53,005,010600,53005010600,106,Census Tract 106,G5020,S,7766784.000000000000000,1792213.000000000000000,+46.2600123,-119.2649214
201,53,005,010902,53005010902,109.02,Census Tract 109.02,G5020,S,3129888.000000000000000,0.000000000000000,+46.2077293,-119.1925833
202,53,005,011002,53005011002,110.02,Census Tract 110.02,G5020,S,2963048.000000000000000,0.000000000000000,+46.2041758,-119.1694510
203,53,003,960400,53003960400,9604,Census Tract 9604,G5020,S,1586747.000000000000000,0.000000000000000,+46.4127102,-117.0673121
204,53,005,010400,53005010400,104,Census Tract 104,G5020,S,1502237.000000000000000,0.000000000000000,+46.2814887,-119.2938376
205,53,003,960200,53003960200,9602,Census Tract 9602,G5020,S,294305193.000000000000000,2158770.000000000000000,+46.3442652,-117.3012796
206,53,053,072310,53053072310,723.10,Census Tract 723.10,G5020,S,2098991.000000000000000,0.000000000000000,+47.2295839,-122.5435661
207,53,003,960100,53003960100,9601,Census Tract 9601,G5020,S,1340245356.000000000000000,8187331.000000000000000,+46.1474746,-117.1964025
208,53,003,960600,53003960600,9606,Census Tract 9606,G5020,S,5528538.000000000000000,298858.000000000000000,+46.3925516,-117.0619177
209,53,003,960300,53003960300,9603,Census Tract 9603,G5020,S,3886925.000000000000000,646772.000000000000000,+46.4190278,-117.0501391
210,53,003,960500,53003960500,9605,Census Tract 9605,G5020,S,1875146.000000000000000,0.000000000000000,+46.4064931,-117.0497719
